"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1475845680220409856","2021-12-28T15:17:53.000Z","0","Menurut BPS, Persentase penduduk miskin pada Maret 2021 sebesar 10,14% (atau 27,54 juta orang), menurun 0,05% (atau 0,01 jt org) terhadap September 2020. Namun jika dibandingkan Maret 2020 awal pandemi terjadi masih mengalami peningkatan 0,36% (atau 1,12 jt org).","1475848487098982406","","anakdinosaurus","in","","0","1","0","https://x.com/anakdinosaurus/status/1475848487098982406","1153929304159375363","anakdinosaurus"
"1475471780198240257","2021-12-27T14:20:59.000Z","0","Persentase penduduk miskin Balikpapan pada 2021 sebesar 2,89%. Jumlah penduduk miskin ini naik 0,32% dari tahun 2020 lalu. Ini penjelasan Wali Kota... 

https://t.co/SAeyAcCGj2","1475471780198240257","","","in","","0","0","0","https://x.com/PoniranRan/status/1475471780198240257","3073101800","PoniranRan"
"1473789213816471554","2021-12-22T22:55:04.000Z","1","Persentase penduduk miskin di Kota Sawahlunto, Sumatera Barat pada tahun 2021 ditetapkan Badan Pusat Statistik (BPS) sebagai terendah di Indonesia. https://t.co/cCzotpMufB","1473789213816471554","","","in","","0","0","0","https://x.com/voidotid/status/1473789213816471554","1186946650595418116","voidotid"
"1473742631452946433","2021-12-22T19:49:58.000Z","0","10 Kabupaten/Kota di Aceh dengan Persentase Penduduk Miskin Tertinggi (Mar 2021)
Sumber : Badan Pusat Statistik (BPS) https://t.co/oK4bNAkh7p","1473742631452946433","https://pbs.twimg.com/media/FHPJHAZVIAICGYK.jpg","","in","","0","0","2","https://x.com/atjehbiz/status/1473742631452946433","1504541310","atjehbiz"
"1471782223003144193","2021-12-17T10:00:01.000Z","1","Persentase penduduk miskin dan ketimpangan yang rendah di Kalimantan ternyata belum menjamin kualitas kehidupan masyarakatnya menjadi lebih baik. Rencana pemindahan ibu kota ke Kalimantan bisa menjadi katalisator. #LitbangKompas #AdadiKompas https://t.co/CdywkDLzhx","1471782223003144193","","","in","","0","0","1","https://x.com/KompasData/status/1471782223003144193","771030588","KompasData"
"1471759572834537472","2021-12-17T08:30:00.000Z","0","Persentase penduduk miskin dan ketimpangan yang rendah di Kalimantan ternyata belum menjamin kualitas kehidupan masyarakatnya menjadi lebih baik. Rencana pemindahan ibu kota ke Kalimantan bisa menjadi katalisator. #Riset @KompasData #AdadiKompas 

https://t.co/7bGVYgqKbw","1471759572834537472","","","in","","0","0","0","https://x.com/hariankompas/status/1471759572834537472","255866913","hariankompas"
"1465544054171521029","2021-11-30T05:40:41.000Z","1","@stanmenfess Kedua, supaya efektif, penerapan AI, ato teknologi apapun itu namanya, baiknya difokuskan dalam kerangka output/outcome apa sih yang pengen dicapai. Targetnya harus jelas. 

Pengen menurunkan persentase penduduk miskin sampai berapa persen ato penurunan prevalensi stunting, misal","1465556370023804928","","WonkEdhyann","in","","0","1","0","https://x.com/WonkEdhyann/status/1465556370023804928","77759067","WonkEdhyann"
"1449508188538114053","2021-10-16T22:50:57.000Z","0","Persentase penduduk miskin Papua pada September 2020 masih di angka 26,80 persen. https://t.co/ZfPkRJTdP7","1449508188538114053","","","in","","2","0","0","https://x.com/republikaonline/status/1449508188538114053","22126902","republikaonline"
"1448907424711131141","2021-10-15T07:04:49.000Z","1","“Pemilihan lima kabupaten ini didasarkan pd indeks kemiskinan ekstrem, yg dihasilkan dr kombinasi persentase penduduk miskin ekstrem dan jumlah penduduk miskin ekstrem menurut kabupaten, bersumber dari data BPS yang dihasilkan melalui SUSENAS Maret 2020 sebagai rujukan utama,”","1448907700805324803","","GerBangNKRI","in","","1","1","1","https://x.com/GerBangNKRI/status/1448907700805324803","884688698272501760","GerBangNKRI"
"1446390742394368003","2021-10-08T08:23:20.000Z","0","Mohon solusi nya @Pemkot_Sukabumi
Pandemi sangat2 berpengaruh persentase penduduk miskin di Kota Sukabumi pada tahun 2020 tercatat sebesar 7,70 persen Garis kemiskinan atau standar hidup cukup nya juga meningkat sebesar 5,12 persen jadi 
Rp. 547.415
https://t.co/9kkKGlwyZx","1446390742394368003","","","in","","0","1","0","https://x.com/vivtah/status/1446390742394368003","1377806184598540293","vivtah"
"1444915323086462982","2021-10-04T06:40:32.000Z","0","Puan; Melalui Revisi UU Otsus Papua, Persentase Penduduk Miskin di Bumi Cenderawasih akan Semakin Berkurang https://t.co/Qyspfa53qp","1444915323086462982","","","in","","0","0","0","https://x.com/MonevLampung/status/1444915323086462982","1309375297926561792","MonevLampung"
"1443491930537488384","2021-09-30T08:24:29.000Z","0","Peneliti ekonomi senior Core Indonesia Yusuf Rendy memperkirakan, persentase penduduk miskin pada September 2021 berada di kisaran 10,25% hingga 10,45%. Angka tersebut meningkat dari posisi akhir Maret 2021 yang sebesar 10,14%. 

Via : @KontanNews 

https://t.co/Go5hWSDM6C","1443491930537488384","","","in","","0","0","0","https://x.com/COREIndonesia/status/1443491930537488384","2783746813","COREIndonesia"
"1443450414259601409","2021-09-30T05:39:50.000Z","5","-sekaligus memfokuskan sumber daya serta mendorong percepatan pengurangan kemiskinan ekstrem dengan menggunakan kombinasi antara indikator persentase penduduk miskin ekstrem dan juga jumlah penduduk miskin ekstrem di satu wilayah.","1443450494156828672","","Kiyai_MarufAmin","in","","0","1","0","https://x.com/Kiyai_MarufAmin/status/1443450494156828672","1061147681832132609","Kiyai_MarufAmin"
"1443131449486438400","2021-09-29T08:32:42.000Z","0","Kawasan Indonesia Timur memang menjadi wilayah dengan tingkat kemiskinan tertinggi. Selain Papua, Papua Barat juga mencatat persentase penduduk miskin sebesar 21,70% dan Nusa Tenggara Timur atau NTT sebesar 21,21%.","1443131611277500416","","JAJAKdata","in","","0","0","0","https://x.com/JAJAKdata/status/1443131611277500416","1428219204256165891","JAJAKdata"
"1443131449486438400","2021-09-29T08:32:25.000Z","0","Provinsi Papua masih menjadi provinsi dengan persentase penduduk miskin terbesar mencapai 26,80%. Namun jumlah penduduk miskin di sana tercatat masih di bawah 1 juta, atau sekitar 920,44 ribu orang.","1443131539093479428","","JAJAKdata","in","","0","1","0","https://x.com/JAJAKdata/status/1443131539093479428","1428219204256165891","JAJAKdata"
"1438723647464566785","2021-09-17T04:37:14.000Z","0","Pandemi Covid-19 menjadi salah satu penyebab naiknya persentase/jumlah penduduk miskin. https://t.co/8ghF8Ca80y","1438723698115039234","https://pbs.twimg.com/media/E_dflAhVQAUbDHz.jpg","maulsoh","in","","0","1","0","https://x.com/maulsoh/status/1438723698115039234","233902671","maulsoh"
"1438723647464566785","2021-09-17T04:37:12.000Z","0","Bagaimana capaiannya sekarang?
15 Juli 2021, @bps_statistics mengumumkan bahwa persentase penduduk miskin pada Maret 2021 sebesar 10,14 persen.

Sumber: https://t.co/wnouEy7DGc","1438723691055964166","","maulsoh","in","","0","1","0","https://x.com/maulsoh/status/1438723691055964166","233902671","maulsoh"
"1436174458088132611","2021-09-10T03:47:28.000Z","14","Persentase penduduk miskin Indonesia pada Maret 2021 sebesar 10,14% (Jmlh penduduk 270, 6 juta thn 2019) 

Dan Kekayaan Bapak Presiden berdasarkan LHKPN 👇

Luar biasa ya penambahan kekayaan beliau. Ditengah Pandemi lagi 🙂 https://t.co/WbDXmXlurn","1436174458088132611","https://pbs.twimg.com/media/E-5RB2RVkAIzZeS.jpg","","in","","0","2","7","https://x.com/Hasbil_Lbs/status/1436174458088132611","931419055549906944","Hasbil_Lbs"
"1434834884078432256","2021-09-06T11:04:28.000Z","89","INDONESIA DILANDA BADAI PENGANGGURAN &amp; KEMISKINAN EKSTREM💥

PKS Mendesak Pemerintah Ciptakan Lapangan Kerja dan Dukung UKM ‼️

Badan Pusat Statistik (BPS) mencatat persentase penduduk miskin ekstrem mencapai 4,8% dari total penduduk miskin nasional di level 10,14%. https://t.co/zCTJOmWC3o","1434834884078432256","https://pbs.twimg.com/media/E-mOtu_VQAoGBRy.jpg","","in","","6","6","37","https://x.com/FPKSDPRRI/status/1434834884078432256","91255162","FPKSDPRRI"
"1433714235175948288","2021-09-03T08:51:25.000Z","0","Persentase Penduduk Miskin Sulsel Periode Maret 2021 Turun – Smart City Makassar https://t.co/QMwz5pYckh","1433714235175948288","","","in","","0","0","0","https://x.com/smartcity_Mks/status/1433714235175948288","3041818789","smartcity_Mks"
"1433608626984218644","2021-09-03T01:51:46.000Z","0","RI Dilanda Kemiskinan Ekstrim, Terbanyak Jabar &amp; Jatim! 

Badan Pusat Statistik (BPS) mencatat penduduk miskin ekstrim di Indonesia. Pada 2021, persentase penduduk miskin ekstrim mencapai 4,8% dari total penduduk miskin nasional di level 10,14%.

https://t.co/mJUSJcEBpt","1433608626984218644","","","in","","0","0","0","https://x.com/iwanalidarmawan/status/1433608626984218644","229832704","iwanalidarmawan"
"1433246546208886793","2021-09-02T01:59:15.000Z","0","sedangkan pada triwulan keempat mengalami kontraksi pertumbuhan sebesar 2,19%. Dampak dari menurunnya persentase ekonomi di Indonesia, salah satunya adalah peningkatan angka pengangguran dan penduduk miskin yang disebabkan karena PHK selama masa pandemi Covid-19.","1433248123250479105","","Nabilla_zhr17","in","","0","0","0","https://x.com/Nabilla_zhr17/status/1433248123250479105","1213090957740036097","Nabilla_zhr17"
"1433231044321288193","2021-09-02T00:51:30.000Z","0","Padahal di tengah kondisi ekonomi Indonesia saat ini, masih banyak hal yang membutuhkan biaya dan diperhatikan oleh pemerintah. Seperti persentase penduduk miskin per Maret 2021 sebesar 10,1 persen, meningkat dibandingkan Maret 2020.","1433231072993562625","","CTasira","in","","0","1","0","https://x.com/CTasira/status/1433231072993562625","1305465972334026752","CTasira"
