"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1870356468626829575","2024-12-21T06:31:46.000Z","0","kayak gini cuma 1 dari sepersekian ribu atau ratusan ribu. faktor hoki. there's a reason why persentase penduduk miskin di indonesia masih 9,03%","1870356468626829575","","","in","","0","0","0","https://x.com/cruisinglewy/status/1870356468626829575","1015189881281130497","cruisinglewy"
"1869320695056077052","2024-12-18T09:55:59.000Z","1","Persentase penduduk miskin =&gt; indikator.
DTKS &amp; Regsosek =&gt; database.

Sejauh ini, untuk urusan bantuan sosial, kita masih bergantung sama database yang penyusunannya bergantung pada konsen atau pelaporan kepala satuan setempat. Gak ada urusannya sama World Bank.","1869320698046587211","","nonparametriek","in","","0","1","0","https://x.com/nonparametriek/status/1869320698046587211","1079052462","nonparametriek"
"1867919826792091783","2024-12-14T13:09:25.000Z","21","Kepulauan Meranti merupakan kabupaten dengan persentase penduduk miskin tertinggi di Pulau Sumatera, di mana pada tahun 2022 sebesar 23,84% lalu pada tahun 2023 sempat turun menjadi 22,98% dan pada tahun 2024 kembali meningkat menjadi 23,15% https://t.co/l83r9Dq30j","1867919826792091783","https://pbs.twimg.com/media/GewvLpubgAAiQQe.jpg","","in","","0","1","2","https://x.com/maqdisasha/status/1867919826792091783","3017267964","maqdisasha"
"1862677177940287609","2024-11-30T02:05:05.000Z","0","Kemisinan di Banten Mengalami Penurunan, mengamati data terkini, Persentase penduduk miskin di Provinsi Banten pada Maret 2024 tercatat sebesar 5,84%, menurun 0,33 persentase dari periode sebelumnya, dibulan Maret 2023 yang mencapai 6,17%
#Ekonomi
#Banten https://t.co/dyZaPxF3v5","1862679212777513473","https://pbs.twimg.com/media/GdmQcNaW4AAL_HT.jpg","mraldy13","in","","0","0","0","https://x.com/mraldy13/status/1862679212777513473","1356456322716286976","mraldy13"
"1861692538916405335","2024-11-28T23:18:07.000Z","2","@indrasbitchhere propinsi paling banyak orang miskinnya Jatim,propinsi persentase penduduk miskin terbanyak adl NTT!BUKAN JATENG!elu masih kemakan rethorika anti PDIP dengan ngambil sample Jateng,SBY dari Jatim bukan Jateng,Suharto dari Jogja,Sukarno Surabaya,Gusdur Jatim,Habibi Sulsel!","1862274804981932383","","indrasbitchhere","in","","0","0","1","https://x.com/idoasberger/status/1862274804981932383","1500695994073157634","idoasberger"
"1861756752783614272","2024-11-28T07:46:56.000Z","5","@gus_dibyo Coba aja liat statistik nya berapa persen yg berpendidikan tinggi dan rendah, liat juga persentase penduduk miskin nya. Faktor inilah yg dimanfaatkan, coba liat aja pilkada di Tegal sbg salah satu contohnya https://t.co/l5MSkshIIo","1862040462825267502","https://pbs.twimg.com/ext_tw_video_thumb/1862040436312866816/pu/img/S9wQiklvI4vX-U9h.jpg","gus_dibyo","in","","0","1","3","https://x.com/pudin69/status/1862040462825267502","140008012","pudin69"
"1862018415113936909","2024-11-28T07:00:01.000Z","0","@tekarok007 Heran aja masih pake stigma ginian buat ngatain Jateng,pdhal provinsi dengan jumlah penduduk miskin terbanyak adalah Jatim, sedangkan kalau berdasarkan persentase penduduk miskin maka nomer satu adl NTT","1862028656979460378","","tekarok007","in","","0","1","1","https://x.com/idoasberger/status/1862028656979460378","1500695994073157634","idoasberger"
"1860833314602676302","2024-11-25T00:45:57.000Z","101","@kompascom Pada tahun 2023, persentase penduduk miskin di Bengkulu sebesar 14,04%. Tingkat kemiskinan di Bengkulu hampir sama di pedesaan dan perkotaan. Udahlah provinsi mkskin di Sumatera . Dapat gubernur setan...  Selain bunga bangkai apa sih yg ada di bengkulu
 Ya pejabat kayak bangkee","1860847358592065608","","kompascom","in","","0","5","6","https://x.com/viqhani/status/1860847358592065608","1525319961555525632","viqhani"
"1859225404395212952","2024-11-20T13:20:54.000Z","0","Persentase penduduk miskin di Jateng lebih tinggi dibanding kondisi nasional yang sebesar 9,03 persen.

#debatpilgub #pilgubjateng #debatpilgubjateng #ahmadluthfi #kemiskinan #makanmurah #sekolahgratis #kesehatangratis","1859225406437822772","","lensaRTV","in","","0","0","0","https://x.com/lensaRTV/status/1859225406437822772","2393930923","lensaRTV"
"1854001971570860417","2024-11-06T03:24:50.000Z","0","[Mabar Asik Ep.34]🎮
Halo #SahabatData
Beberapa Indikator kunci yang dapat menggambarkan pembangunan daerah diantaranya pertumbuhan ekonomi, persentase penduduk miskin, persentase pengangguran, gini rasio, dan Indeks Pembangunan Manusia (IPM).

#MabarAsik yuk! https://t.co/aeyQOarAq2","1854001971570860417","https://pbs.twimg.com/media/Gbq8zA2bMAA4A_V.jpg","","in","","0","0","0","https://x.com/BPS_Kobar/status/1854001971570860417","3032362214","BPS_Kobar"
"1851430119006679121","2024-10-30T01:05:12.000Z","65","Berdasarkan data terbaru dari Badan Pusat Statistik (BPS), tingkat kemiskinan di Indonesia menunjukkan penurunan. Pada Maret 2024, persentase penduduk miskin turun menjadi 9,03%, dari 9,36% di tahun sebelumnya (Maret 2023). Secara keseluruhan, jumlah penduduk miskin pada Maret https://t.co/UYeUTmtFdk","1851430119006679121","https://pbs.twimg.com/media/GbGZyY-aEAAcFY4.jpg","","in","","0","121","0","https://x.com/dian_arifiya/status/1851430119006679121","859902793","dian_arifiya"
"1850753564697932022","2024-10-28T04:16:50.000Z","0","Berdasarkan data Badan Pusat Statistik (BPS), persentase penduduk miskin pada Maret 2024 sebesar 9,03 persen, menurun 0,33 persen poin terhadap Maret 2023 dan menurun 0,54 persen poin terhadap September 2022. 

Selengkapnya di sini⤵️
https://t.co/YcWkU1UjFI","1850753568195924477","","banten_pemprov","in","","0","0","0","https://x.com/banten_pemprov/status/1850753568195924477","1218018635362402304","banten_pemprov"
"1850753564697932022","2024-10-28T04:16:49.000Z","0","Pada periode Maret 2023-Maret 2024, tingkat kemiskinan di Indonesia mengalami penurunan baik dari sisi jumlah maupun persentase. 

Jumlah penduduk miskin di Indonesia pada Maret 2024 mencapai 25,22 juta orang. https://t.co/rUbptTJJ4A","1850753564697932022","https://pbs.twimg.com/media/Ga8yjkVbMAAok9O.jpg","","in","","0","1","0","https://x.com/banten_pemprov/status/1850753564697932022","1218018635362402304","banten_pemprov"
"1849507449411338727","2024-10-24T23:09:19.000Z","0","Badan Pusat Statistik Indonesia. (17 Juli 2024). Persentase Penduduk Miskin (P0) Menurut Provinsi dan Daerah. Diakses pada 25 Oktober 2024, dari https://t.co/369NewUbjU","1849589016871698738","","akageyma","in","","0","0","0","https://x.com/akageyma/status/1849589016871698738","1014546514331385858","akageyma"
"1848913160931250191","2024-10-23T02:23:43.000Z","1","Kabinet Merah Putih Prabowo Agar Waspada Soal Kondisi Ekonomi, Jangan Terlena 

Ekonom Fakultas Ekonomi dan Bisnis Universitas Indonesia (FEB UI), Teguh Dartanto memberikan  masukan untuk pemerintahan Prabowo Subianto-Gibran Rakabuming Raka untuk  menyiapkan langkah-langkah https://t.co/ZHbdAQvf0X","1848913160931250191","https://pbs.twimg.com/media/GaiolWJakAA7n4W.jpg","","in","","0","0","1","https://x.com/akuratco/status/1848913160931250191","786549338818224128","akuratco"
"1848226237120151963","2024-10-22T04:23:51.000Z","0","@JhonSitorus_18 @sayurteron @ganjarpranowo Provinsi gw jumlah penduduk miskin ya dikit, padahal termasuk provinsi miskin, ya karena penduduknya cuma sekelas kabupaten di Jawa. Kalo mau fair harus liat persentase nya donk.","1848581006661672976","","JhonSitorus_18","in","","0","0","0","https://x.com/Shankara_Q/status/1848581006661672976","15862149","Shankara_Q"
"1846704490365530134","2024-10-17T00:12:43.000Z","0","Berdasarkan data Badan Pusat Statistik (BPS), sejak 2014 persentase penduduk miskin ekstrem di Indonesia terus mengalami tren penurunan dari 6,18 persen menjadi 0,83 persen atau sekitar 2,3 juta orang per Maret 2024.","1846705867632398732","","economyforum_id","in","","0","1","0","https://x.com/economyforum_id/status/1846705867632398732","1753109805697536000","economyforum_id"
"1846521481305424118","2024-10-16T12:00:02.000Z","0","#Foto Persentase penduduk miskin Jakarta pada Maret 2024 sebesar 4,30%. Hal itu berdasarkan data Badan Pusat Statistik (BPS).

&gt;&gt; https://t.co/XdqDWJDtz2

Foto: Ari Saputra/detikFinance

#detikfinance #Kemiskinan #Jakarta https://t.co/4Giqyugtr2","1846521481305424118","https://pbs.twimg.com/media/GZ-6qD4b0AEfO3s.jpg","","in","","0","0","0","https://x.com/detikfinance/status/1846521481305424118","135795460","detikfinance"
"1845709827806265539","2024-10-14T06:14:49.000Z","0","Persentase penduduk miskin Jakarta pada Maret 2024 sebesar 4,30%. Hal itu berdasarkan data Badan Pusat Statistik (BPS). https://t.co/xnzllYn6wh","1845709827806265539","","","in","","0","0","0","https://x.com/detikfinance/status/1845709827806265539","135795460","detikfinance"
"1845126155499982986","2024-10-13T00:59:39.000Z","0","@huseinheikal Data darimana penduduk miskin Indon 9.03 %? Jgn terima muluk"" standar miskin itu di rendahkan oleh pemerintah, gw yakin lebih itu persentase nya.","1845268127514493370","","","in","","0","0","0","https://x.com/spidyyy26/status/1845268127514493370","1617775599749300229","spidyyy26"
"1843847026754322477","2024-10-10T23:55:25.000Z","0","@pousaylova6 @bersuwara Persentase penduduk miskin tertinggi di Jawa-Bali, bahkan lebih tinggi dari Jawa Tengah yg punya populasi 10x lipatnya 😭😭 https://t.co/cdtc4ToXxq","1844527185618759948","https://pbs.twimg.com/media/GZkTsxfaAAMRZUt.jpg","pousaylova6","in","","0","2","0","https://x.com/pisudesu/status/1844527185618759948","259769630","pisudesu"
"1844317055903731893","2024-10-10T10:00:26.000Z","0","Persentase penduduk miskin pada Maret 2024 sebesar 9,79 persen, menurun 0,56 persen poin terhadap Maret 2023. Jumlah penduduk miskin pada Maret 2024 sebesar 3,983 juta orang, menurun 0,206 juta orang terhadap Maret 2023. 

Berikut upaya Pemerintahan Jokowi dan hasilnya selama 10 https://t.co/ULccKjYR25","1844317055903731893","https://pbs.twimg.com/media/GZhUlWWXIAcfoRM.jpg","","in","","0","0","0","https://x.com/VIVAcoid/status/1844317055903731893","41730943","VIVAcoid"
"1843072471395954706","2024-10-06T23:34:54.000Z","0","Persentase penduduk miskin pada 2024 sebanyak 7,2 persen atau turun 0,3 persen dibandingkan 2023 yang saat itu 7,5 persen... https://t.co/c7CAqbNA9J","1843072471395954706","","","in","","0","0","0","https://x.com/antmegapolitan/status/1843072471395954706","3177962862","antmegapolitan"
"1842835283685044660","2024-10-06T07:52:24.000Z","0","Berdasarkan data BPS Solok Selatan, persentase penduduk miskin terus menurun setiap tahunnya sejak tahun 2019 lalu 

#solsel #solokselatan #sumbar https://t.co/UwLXgpwBCo","1842835283685044660","https://pbs.twimg.com/media/GZMQ6xVa4AAMAXT.jpg","","in","","0","0","1","https://x.com/solokselatankab/status/1842835283685044660","1455887049077112834","solokselatankab"
"1840743819522023742","2024-09-30T13:21:40.000Z","0","Persentase Penduduk Miskin di Paser 2024 Turun #BNetwork 
https://t.co/WzMrsGoOxm","1840743819522023742","","","in","","0","0","0","https://x.com/Beritasatu/status/1840743819522023742","154102750","Beritasatu"
